rank,words,phonetic,coca_speech,WB_speech
901,trial,/ˈtrajəl/,n," adj 
 noun 
 verb "
902,expert,/ˈɛkˌspɚt/,n," adj 
 adv 
 noun "
903,that,"/ˈðæt, ðət/
/ˈðoʊz/
/ˈðæt/",r," adj 
 adv 
 conj 
 pronoun "
904,spring,"/ˈsprıŋ/
/ˈspræŋ/
/ˈsprʌŋ/",n," noun 
 verb "
905,firm,/ˈfɚm/,n," adj 
 adv 
 noun 
 verb "
906,Democrat,/ˈdɛməˌkræt/,n, noun 
907,radio,/ˈreıdiˌoʊ/,n," noun 
 verb "
908,visit,/ˈvızət/,v," noun 
 verb "
909,management,/ˈmænıʤmənt/,n, noun 
910,care,/ˈkeɚ/,v," noun 
 verb "
911,avoid,"/əˈvoıd/
/əˈvoıdəbəl/",v," adj 
 verb "
912,imagine,/ıˈmæʤən/,v, verb 
913,tonight,/təˈnaıt/,r," adv 
 noun "
914,huge,/ˈhjuːʤ/,j," adj 
 adv "
915,ball,/ˈbɑːl/,n," noun 
 verb "
916,no,/ˈnoʊ/,u," adj 
 adv 
 noun "
917,close,"/ˈkloʊz/
/ˈkloʊs/
/ˈkloʊs/
/ˈkloʊz/
/ˈkloʊs/",r," adj 
 adv 
 noun 
 verb "
918,finish,/ˈfınıʃ/,v," noun 
 verb "
919,yourself,/jɚˈsɛlf/,p, pronoun 
920,talk,/ˈtɑːk/,n," noun 
 verb "
921,theory,/ˈθiːjəri/,n, noun 
922,impact,"/ˈımˌpækt/
/ˌımˈpækt/",n," noun 
 verb "
923,respond,/rıˈspɑːnd/,v, verb 
924,statement,/ˈsteıtmənt/,n, noun 
925,maintain,/meınˈteın/,v, verb 
926,charge,/ˈʧɑɚʤ/,n," noun 
 verb "
927,popular,/ˈpɑːpjəlɚ/,j, adj 
928,traditional,/trəˈdıʃənl̩/,j," adj 
 adv "
929,onto,/ˈɑːntʊ/,i, prep 
930,reveal,/rıˈviːl/,v, verb 
931,direction,"/dəˈrɛkʃən/
/dəˈrɛktnəs/",n," adj 
 noun "
932,weapon,/ˈwɛpən/,n, noun 
933,employee,"/ımˌploıˈiː, ımˈploıˌiː/",n, noun 
934,cultural,/ˈkʌlʧərəl/,j," adj 
 adv "
935,contain,"/kənˈteın/
/kənˈteınəbəl/",v," adj 
 verb "
936,peace,/ˈpiːs/,n, noun 
937,head,/ˈhɛd/,v," noun 
 verb "
938,control,"/kənˈtroʊl/
/kənˈtroʊləbəl/",v," adj 
 noun 
 verb "
939,base,/ˈbeıs/,n," adj 
 adv 
 noun 
 verb "
940,pain,/ˈpeın/,n," noun 
 verb "
941,apply,/əˈplaı/,v, verb 
942,play,/ˈpleı/,n," noun 
 verb "
943,measure,"/ˈmɛʒɚ/
/ˈmɛʒɚrɚ/",n," noun 
 verb "
944,wide,/ˈwaıd/,j," adj 
 adv 
 noun "
945,shake,"/ˈʃeık/
/ˈʃʊk/
/ˈʃeıkən/",v," noun 
 verb "
946,fly,"/ˈflaı/
/ˈfluː/
/ˈfloʊn/",v," noun 
 verb "
947,interview,/ˈıntɚˌvjuː/,n," noun 
 verb "
948,manage,/ˈmænıʤ/,v, verb 
949,chair,/ˈʧeɚ/,n," noun 
 verb "
950,fish,"/ˈfıʃ/
/ˈfıʃləs/
/ˈfısˌlaık/",n," adj 
 noun 
 verb "
951,particular,/pɚˈtıkjəlɚ/,j," adj 
 noun "
952,camera,/ˈkæmrə/,n, noun 
953,structure,/ˈstrʌkʧɚ/,n," noun 
 verb "
954,politics,/ˈpɑːləˌtıks/,n, noun 
955,perform,/pɚˈfoɚm/,v, verb 
956,bit,/bıt/,n, noun 
957,weight,/ˈweıt/,n," noun 
 verb "
958,suddenly,/ˈsʌdn̩li/,r, adv 
959,discover,/dıˈskʌvɚ/,v," noun 
 verb "
960,candidate,"/ˈkændəˌdeıt, ˈkændədət/",n, noun 
961,top,/ˈtɑːp/,j," adj 
 noun 
 verb "
962,production,/prəˈdʌkʃən/,n, noun 
963,treat,/ˈtriːt/,v," noun 
 verb "
964,trip,/ˈtrıp/,n," noun 
 verb "
965,evening,/ˈiːvnıŋ/,n, noun 
966,affect,/əˈfɛkt/,v, verb 
967,inside,"/ınˈsaıd, ˈınˌsaıd/",i," adj 
 adv 
 noun 
 prep "
968,conference,/ˈkɑːnfərəns/,n, noun 
969,unit,/ˈjuːnət/,n, noun 
970,best,/ˈbɛst/,r," adj 
 adv 
 noun 
 verb "
971,style,/ˈstajəl/,n," noun 
 verb "
972,adult,"/əˈdʌlt, ˈæˌdʌlt/
/əˈdʌltˌhʊd/",n," adj 
 noun "
973,worry,/ˈwɚri/,v," noun 
 verb "
974,range,/ˈreınʤ/,n," noun 
 verb "
975,mention,/ˈmɛnʃən/,v," noun 
 verb "
976,rather,"/ˈræðɚ, Brit ˈrɑːðə/",i, adv 
977,far,"/ˈfɑɚ/
/ˈfɑɚðɚ/
/ˈfɚðɚ/
/ˈfɑɚðəst/
/ˈfɚðəst/",j," adj 
 adv "
978,deep,/ˈdiːp/,j," adj 
 adv 
 noun "
979,past,"/ˈpæst, Brit ˈpɑːst/",n," adj 
 adv 
 noun 
 prep "
980,edge,"/ˈɛʤ/
/ˈɛʤd/",n," adj 
 noun 
 verb "
981,individual,/ˌındəˈvıʤəwəl/,j," adj 
 adv 
 noun "
982,specific,/spıˈsıfık/,j, adj 
983,writer,/ˈraıtɚ/,n, noun 
984,trouble,/ˈtrʌbəl/,n," noun 
 verb "
985,necessary,"/ˈnɛsəˌseri, Brit ˈnɛsəsri/",j," adj 
 noun "
986,throughout,/θruˈaʊt/,i," adv 
 prep "
987,challenge,/ˈʧælənʤ/,n," noun 
 verb "
988,fear,/ˈfiɚ/,n," noun 
 verb "
989,shoulder,/ˈʃoʊldɚ/,n," noun 
 verb "
990,institution,"/ˌınstəˈtuːʃən, Brit ˌınstəˈtjuːʃən/
/ˌınstəˈtuːʃənl̩, Brit ˌınstəˈtjuːʃənl̩/",n," adj 
 noun "
991,middle,/ˈmıdl̩/,j," adj 
 noun "
992,sea,/ˈsiː/,n, noun 
993,dream,"/ˈdriːm/
/ˈdrɛmt, ˈdriːmd/
/ˈdrɛmt/",n," noun 
 verb "
994,bar,/ˈbɑɚ/,n," noun 
 prep 
 verb "
995,beautiful,"/ˈbjuːtıfəl/
/ˈbjuːtıfli/",j," adj 
 adv "
996,property,/ˈprɑːpɚti/,n, noun 
997,instead,/ınˈstɛd/,r, adv 
998,improve,/ımˈpruːv/,v," adj 
 verb "
999,stuff,/ˈstʌf/,n," noun 
 verb "
1000,detail,"/dıˈteıl, ˈdiːˌteıl/",n," noun 
 verb "
