rank,words,phonetic,coca_speech,WB_speech
7601,Mexican,/ˈmɛksıkən/,n," adj 
 noun "
7602,catcher,"/kæʧɚ, ˈkɛʧɚ/",n, noun 
7603,fox,/ˈfɑːks/,n," noun 
 verb "
7604,doom,/ˈduːm/,v," adj 
 noun 
 verb "
7605,crest,/ˈkrɛst/,n," noun 
 verb "
7606,northeastern,/noɚθˈiːstɚn/,j, adj 
7607,rainy,/ˈreıni/,j, adj 
7608,niece,/ˈniːs/,n, noun 
7609,layout,/ˈleıˌaʊt/,n, noun 
7610,sketch,/ˈskɛʧ/,v," noun 
 verb "
7611,pose,/ˈpoʊz/,n," noun 
 verb "
7612,persistence,/pɚˈsıstəns/,n, noun 
7613,eighty,"/ˈeıti/
/ˈeıtijəθ/",m," adj 
 noun 
 pronoun "
7614,hamburger,/ˈhæmˌbɚgɚ/,n, noun 
7615,upright,/ˈʌpˌraıt/,r," adj 
 adv 
 noun "
7616,rancher,"/ˈrænʧɚ, Brit ˈrɑːnʧɚ/",n, noun 
7617,readiness,/ˈrɛdinəs/,n, noun 
7618,abolish,/əˈbɑːlıʃ/,v, verb 
7619,accidental,"/ˌæksəˈdɛntl̩/
/ˌæksəˈdɛntl̩i/",j," adj 
 adv "
7620,respiratory,"/ˈrɛspərəˌtori, Brit rıˈspırətri/",j, adj 
7621,capsule,"/ˈkæpsəl, Brit ˈkæpˌsjuːl/",n," adj 
 noun "
7622,GI,/ˌʤiːˈaı/,n, noun 
7623,autonomous,/ɑˈtɑːnəməs/,j," adj 
 adv "
7624,yacht,/ˈjɑːt/,n, noun 
7625,lever,"/ˈlɛvɚ, ˈliːvɚ/",n," noun 
 verb "
7626,rhetorical,"/rıˈtorıkəl/
/rıˈtorıkli/",j," adj 
 adv "
7627,mumble,"/ˈmʌmbəl/
/ˈmʌmbəlɚ/",v," noun 
 verb "
7628,liner,/ˈlaınɚ/,n, noun 
7629,librarian,/laıˈbrerijən/,n, noun 
7630,down,/ˈdaʊn/,j," adj 
 adv 
 noun 
 prep 
 verb "
7631,liberate,"/ˈlıbəˌreıt/
/ˈlıbəˌreıtɚ/",v," noun 
 verb "
7632,year-round,/ˈjiɚˈraʊnd/,j," adj 
 adv "
7633,desperation,/ˌdɛspəˈreıʃən/,n, noun 
7634,hands-on,/ˈhændzˈɑːn/,j, adj 
7635,three-year,,j,
7636,feminism,"/ˈfɛməˌnızəm/
/ˈfɛmənıst/",n," adj 
 noun "
7637,morale,/məˈræl/,n, noun 
7638,anonymity,/ˌænəˈnıməti/,n, noun 
7639,reinforcement,/ˌriːjənˈfoɚsmənt/,n, noun 
7640,distortion,/dıˈstoɚʃən/,n, noun 
7641,interstate,"/ˌıntɚˈsteıt/
/ˈıntɚˌsteıt/",j," adj 
 noun "
7642,prophet,/ˈprɑːfət/,n, noun 
7643,bloom,/ˈbluːm/,v," noun 
 verb "
7644,pragmatic,"/prægˈmætık/
/prægˈmætıkli/",j," adj 
 adv "
7645,almond,/ˈɑːmənd/,n, noun 
7646,topple,/ˈtɑːpəl/,v, verb 
7647,validate,"/ˈvæləˌdeıt/
/ˌvæləˈdeıʃən/",v," noun 
 verb "
7648,cooked,,j,
7649,vastly,,r, adv 
7650,dime,/ˈdaım/,n, noun 
7651,diversion,/dəˈvɚʒən/,n, noun 
7652,Roman,/ˈroʊmən/,n," adj 
 noun "
7653,graze,/ˈgreız/,v," noun 
 verb "
7654,inferior,"/ınˈfirijɚ/
/ınˌfiriˈorəti/",j," adj 
 noun "
7655,aboard,/əˈboɚd/,r," adv 
 prep "
7656,reminiscent,/ˌrɛməˈnısn̩t/,j, adj 
7657,sitting,/ˈsıtıŋ/,n," adj 
 noun "
7658,comedian,/kəˈmiːdijən/,n, noun 
7659,subsidiary,"/səbˈsıdiˌeri, Brit səbˈsıdiəri/",n," adj 
 noun "
7660,orphan,/ˈoɚfən/,n," adj 
 noun 
 verb "
7661,brief,/ˈbriːf/,v," adj 
 noun 
 verb "
7662,alleviate,"/əˈliːviˌeıt/
/əˌliːviˈeıʃən/",v," noun 
 verb "
7663,persona,"/pɚˈsoʊnə/
/pɚˈsoʊni/",n, noun 
7664,founding,,j,
7665,preview,/ˈpriːˌvjuː/,n," noun 
 verb "
7666,protagonist,/proʊˈtægənıst/,n, noun 
7667,inn,/ˈın/,n, noun 
7668,undercover,/ˌʌndɚˈkʌvɚ/,j," adj 
 adv "
7669,colonel,/ˈkɚnl̩/,n, noun 
7670,collectively,,r, adv 
7671,systematically,/ˌsıstəˈmætıkli/,r, adv 
7672,real-life,,j, adj 
7673,reel,/ˈriːl/,v," noun 
 verb "
7674,enlarge,/ınˈlɑɚʤ/,v," noun 
 verb "
7675,thin,"/ˈθın/
/ˈθınnəs/",v," adj 
 adv 
 noun 
 verb "
7676,quick,/ˈkwık/,r," adj 
 adv 
 noun "
7677,cruiser,/ˈkruːzɚ/,n, noun 
7678,best-selling,/ˈbɛstˈsɛlıŋ/,j, adj 
7679,adult,"/əˈdʌlt, ˈæˌdʌlt/
/əˈdʌltˌhʊd/",j," adj 
 noun "
7680,crunch,/ˈkrʌnʧ/,n," noun 
 verb "
7681,escalate,"/ˈɛskəˌleıt/
/ˌɛskəˈleıʃən/",v," noun 
 verb "
7682,stubborn,"/ˈstʌbɚn/
/ˈstʌbɚnnəs/",j," adj 
 adv 
 noun "
7683,mock,"/ˈmɑːk/
/ˈmɑːkɚ/
/ˈmɑːkıŋli/",v," adj 
 adv 
 noun 
 verb "
7684,scrub,/ˈskrʌb/,v," noun 
 verb "
7685,rubble,/ˈrʌbəl/,n, noun 
7686,discretion,/dıˈskrɛʃən/,n, noun 
7687,sprawling,,j, adj 
7688,foe,/ˈfoʊ/,n, noun 
7689,capture,/ˈkæpʧɚ/,n," noun 
 verb "
7690,polished,,j, adj 
7691,bathe,"/ˈbeıð/
/ˈbeıðɚ/",v," noun 
 verb "
7692,avert,/əˈvɚt/,v, verb 
7693,maneuver,/məˈnuːvɚ/,n," noun 
 verb "
7694,detain,"/dıˈteın/
/dıˈteınmənt/",v," noun 
 verb "
7695,arbitrary,"/ˈɑɚbəˌtreri, Brit ˈɑːbətrəri/
/ˌɑɚbəˈtrerəli, Brit ˈɑːbətrərəli/
/ˈɑɚbəˌtrerinəs, Brit ˈɑːbətrərinəs/",j," adj 
 adv 
 noun "
7696,resemblance,/rıˈzɛmbləns/,n, noun 
7697,outdoors,/ˌaʊtˈdoɚz/,r," adv 
 noun "
7698,genocide,"/ˈʤɛnəˌsaıd/
/ˌʤɛnəˈsaıdl̩/",n," adj 
 noun "
7699,conjunction,/kənˈʤʌŋkʃən/,i, noun 
7700,redefine,,v,
