rank,words,phonetic,coca_speech,WB_speech
12301,brew,"/ˈbruː/
/ˈbruːwɚ/",n," noun 
 verb "
12302,rumble,/ˈrʌmbəl/,n," noun 
 verb "
12303,digestive,/daıˈʤɛstıv/,j, adj 
12304,incense,"/ˈınˌsɛns/
/ınˈsɛns/",n," noun 
 verb "
12305,probing,,j, adj 
12306,vice-president,,n,
12307,waterproof,/ˈwɑːtɚˌpruːf/,j," adj 
 noun 
 verb "
12308,bait,/ˈbeıt/,v," noun 
 verb "
12309,illegitimate,"/ˌılıˈʤıtəmət/
/ˌılıˈʤıtəməsi/",j," adj 
 adv 
 noun "
12310,meteorite,/ˈmiːtijəˌraıt/,n, noun 
12311,plush,/ˈplʌʃ/,j," adj 
 noun "
12312,butt,/ˈbʌt/,v," noun 
 verb "
12313,aha,/ɑˈhɑː/,u, interj 
12314,burnt,,j,
12315,conceivably,/kənˈsiːvəbli/,r, adv 
12316,disqualify,"/dısˈkwɑːləˌfaı/
/dısˌkwɑːləfəˈkeıʃən/",v," noun 
 verb "
12317,snug,/ˈsnʌg/,j," adj 
 adv 
 noun "
12318,serviceman,"/ˈsɚvəsˌmæn/
/-ˌmɛn/",n, noun 
12319,nonstick,/ˈnɑːnˈstık/,j, adj 
12320,scheduling,,n,
12321,plumber,/ˈplʌmɚ/,n, noun 
12322,conservationist,/ˌkɑːnsɚˈveıʃənıst/,n, noun 
12323,Jesuit,"/ˈʤɛzuwət, Brit ˈʤɛzjuət/",j, noun 
12324,scholastic,/skəˈlæstık/,j, adj 
12325,postoperative,/ˌpoʊstˈɑːprətıv/,j, adj 
12326,itch,/ˈıʧ/,v," noun 
 verb "
12327,rattle,/ˈrætl̩/,n," noun 
 verb "
12328,undeniable,"/ˌʌndıˈnajəbəl/
/ˌʌndıˈnajəbli/",j," adj 
 adv "
12329,formality,/foɚˈmæləti/,n, noun 
12330,chrome,/ˈkroʊm/,n, noun 
12331,ravage,/ˈrævıʤ/,v, verb 
12332,assemblage,/əˈsɛmblıʤ/,n, noun 
12333,right-hand,/ˈraıtˌhænd/,j, adj 
