rank,words,phonetic,coca_speech,WB_speech
1801,percentage,/pɚˈsɛntıʤ/,n, noun 
1802,meat,/ˈmiːt/,n, noun 
1803,funny,"/ˈfʌni/
/ˈfʌnəli/",j," adj 
 adv "
1804,neither,"/ˈniːðɚ, ˈnaıðɚ/",r," adj 
 conj 
 pronoun "
1805,soil,/ˈsojəl/,n," noun 
 verb "
1806,influence,/ˈınˌfluːwəns/,v," noun 
 verb "
1807,surgery,/ˈsɚʤəri/,n, noun 
1808,correct,"/kəˈrɛkt/
/kəˈrɛktəbəl/",j," adj 
 adv 
 noun 
 verb "
1809,Jewish,/ˈʤuːwıʃ/,j, adj 
1810,blame,/ˈbleım/,v," noun 
 verb "
1811,estimate,"/ˈɛstəmət/
/ˈɛstəˌmeıt/
/ˈɛstəˌmeıtɚ/",v," adj 
 noun 
 verb "
1812,due,"/ˈduː, Brit ˈdjuː/",i," adj 
 adv 
 noun "
1813,basketball,"/ˈbæskıtˌbɑːl, Brit ˈbɑːskıtˌbɔːl/",n, noun 
1814,late,/ˈleıt/,r," adj 
 adv 
 noun "
1815,golf,"/ˈgɑːlf/
/ˈgɑːlfıŋ/",n," noun 
 verb "
1816,investigate,"/ınˈvɛstəˌgeıt/
/ınˌvɛstəˈgeıʃən/
/ınˈvɛstəˌgeıtɚ/",v," noun 
 verb "
1817,crazy,"/ˈkreızi/
/ˈkreızəli/",j," adj 
 adv 
 noun "
1818,significantly,/sıgˈnıfıkəntli/,r, adv 
1819,chain,/ˈʧeın/,n," noun 
 verb "
1820,address,"/əˈdrɛs/
/əˈdrɛs, ˈæˌdrɛs/",n," noun 
 verb "
1821,branch,"/ˈbrænʧ, Brit ˈbrɑːnʧ/
/ˈbrænʧt, Brit ˈbrɑːnʧt/",n," adj 
 noun 
 verb "
1822,combination,/ˌkɑːmbəˈneıʃən/,n, noun 
1823,just,"/ˈʤʌst/
/ˈʤʌstnəs/",j," adj 
 adv 
 noun "
1824,frequently,,r, adv 
1825,governor,/ˈgʌvn̩ɚ/,n, noun 
1826,relief,/rıˈliːf/,n, noun 
1827,user,/ˈjuːzɚ/,n, noun 
1828,dad,/ˈdæd/,n, noun 
1829,kick,/ˈkık/,v," noun 
 verb "
1830,part,/ˈpɑɚt/,r," adj 
 adv 
 noun 
 verb "
1831,manner,/ˈmænɚ/,n, noun 
1832,ancient,"/ˈeınʃənt/
/ˈeınʃəntli/",j," adj 
 adv "
1833,silence,/ˈsaıləns/,n," noun 
 verb "
1834,rating,,n, noun 
1835,golden,/ˈgoʊldən/,j, adj 
1836,motion,/ˈmoʊʃən/,n," noun 
 verb "
1837,German,/ˈʤɚmən/,j," adj 
 noun "
1838,gender,/ˈʤɛndɚ/,n, noun 
1839,solve,"/ˈsɑːlv/
/ˈsɑːlvəbəl/",v," adj 
 noun 
 verb "
1840,fee,/ˈfiː/,n, noun 
1841,landscape,/ˈlændˌskeıp/,n," noun 
 verb "
1842,used,/ˈjuːzd/,j, adj 
1843,bowl,/ˈboʊl/,n," noun 
 verb "
1844,equal,/ˈiːkwəl/,j," adj 
 noun 
 verb "
1845,long,"/ˈlɑːŋ/
/ˈlɑːŋgɚ/
/ˈlɑːŋgəst/",c," adj 
 adv 
 noun 
 verb "
1846,official,/əˈfıʃəl/,j," adj 
 adv 
 noun "
1847,forth,/ˈfoɚθ/,r, adv 
1848,frame,/ˈfreım/,n," noun 
 verb "
1849,typical,/ˈtıpıkəl/,j, adj 
1850,except,"/ıkˈsɛpt/
/ıkˈsɛptıŋ/",i," conj 
 prep 
 verb "
1851,conservative,/kənˈsɚvətıv/,j," adj 
 adv 
 noun "
1852,eliminate,/ıˈlıməˌneıt/,v, verb 
1853,host,"/ˈhoʊst/
/ˈhoʊst/",n," noun 
 verb "
1854,hall,/ˈhɑːl/,n, noun 
1855,trust,/ˈtrʌst/,v," noun 
 verb "
1856,ocean,"/ˈoʊʃən/
/ˌoʊʃiˈænık/",n," adj 
 noun "
1857,score,/ˈskoɚ/,v," noun 
 verb "
1858,row,"/ˈroʊ/
/ˈraʊ/",n," noun 
 verb "
1859,producer,"/prəˈduːsɚ, Brit prəˈdjuːsə/",n, noun 
1860,afford,"/əˈfoɚd/
/əˌfordəˈbıləti/
/əˈfordəbəl/",v," adj 
 noun 
 verb "
1861,meanwhile,/ˈmiːnˌwajəl/,r," adv 
 noun "
1862,regime,/reıˈʒiːm/,n, noun 
1863,division,/dəˈvıʒən/,n, noun 
1864,confirm,"/kənˈfɚm/
/kənˈfɚməbəl/",v," adj 
 verb "
1865,fix,"/ˈfıks/
/ˈfıksəbəl/
/ˈfıksɚ/",v," adj 
 noun 
 verb "
1866,appeal,/əˈpiːl/,n," noun 
 verb "
1867,mirror,"/ˈmirɚ/
/ˈmirɚd/",n," adj 
 noun 
 verb "
1868,tooth,"/ˈtuːθ/
/ˈtiːθ/",n, noun 
1869,smart,/ˈsmɑɚt/,j," adj 
 adv 
 noun 
 verb "
1870,length,/ˈlɛŋθ/,n, noun 
1871,entirely,,r, adv 
1872,rely,/rıˈlaı/,v, verb 
1873,topic,/ˈtɑːpık/,n, noun 
1874,complain,"/kəmˈpleın/
/kəmˈpleınıŋli/",v," adv 
 noun 
 verb "
1875,issue,/ˈıˌʃuː/,v," noun 
 verb "
1876,variable,"/ˈverijəbəl/
/ˌverijəˈbıləti/
/ˈverijəbli/",n," adj 
 adv 
 noun "
1877,back,"/ˈbæk/
/ˈbækləs/",v," adj 
 adv 
 noun 
 verb "
1878,range,/ˈreınʤ/,v," noun 
 verb "
1879,telephone,/ˈtɛləˌfoʊn/,n," noun 
 verb "
1880,perception,/pɚˈsɛpʃən/,n, noun 
1881,attract,/əˈtrækt/,v, verb 
1882,confidence,/ˈkɑːnfədəns/,n, noun 
1883,bedroom,/ˈbɛdˌruːm/,n," adj 
 noun "
1884,secret,/ˈsiːkrət/,n," adj 
 adv 
 noun "
1885,debt,/ˈdɛt/,n, noun 
1886,rare,/ˈreɚ/,j," adj 
 adv 
 noun "
1887,his,"/ˈhız, ız/
/ˈhız/",p," adj 
 pronoun "
1888,tank,"/ˈtæŋk/
/ˈtæŋkˌfʊl/",n," noun 
 verb "
1889,nurse,/ˈnɚs/,n," noun 
 verb "
1890,coverage,/ˈkʌvərıʤ/,n, noun 
1891,opposition,"/ˌɑːpəˈzıʃən/
/ˌɑːpəˈzıʃənl̩/",n," adj 
 noun "
1892,aside,/əˈsaıd/,r," adv 
 noun "
1893,anywhere,/ˈɛniˌweɚ/,r," adv 
 noun "
1894,bond,/ˈbɑːnd/,n," adj 
 noun 
 verb "
1895,file,"/ˈfajəl/
/ˈfaılɚ/",v," noun 
 verb "
1896,pleasure,/ˈplɛʒɚ/,n, noun 
1897,master,"/ˈmæstɚ, Brit ˈmɑːstə/",n," adj 
 noun 
 verb "
1898,era,"/ˈerə, Brit ˈıərə/",n, noun 
1899,requirement,/rıˈkwajɚmənt/,n, noun 
1900,check,/ˈʧɛk/,n," adj 
 noun 
 verb "
