rank,words,phonetic,coca_speech,WB_speech
9401,award-winning,,j,
9402,clumsy,"/ˈklʌmzi/
/ˈklʌmzəli/
/ˈklʌmzinəs/",j," adj 
 adv 
 noun "
9403,alphabet,/ˈælfəˌbɛt/,n, noun 
9404,punctuate,/ˈpʌŋkʧəˌweıt/,v, verb 
9405,spaghetti,/spəˈgɛti/,n, noun 
9406,expansive,/ıkˈspænsıv/,j," adj 
 adv 
 noun "
9407,stringent,"/ˈstrınʤənt/
/ˈstrınʤənsi/",j," adj 
 adv 
 noun "
9408,instinctively,,r, adv 
9409,limestone,/ˈlaımˌstoʊn/,n, noun 
9410,pollute,/pəˈluːt/,v," adj 
 noun 
 verb "
9411,prod,/ˈprɑːd/,v," noun 
 verb "
9412,sliding,,j,
9413,portal,/ˈpoɚtl̩/,n, noun 
9414,incumbent,"/ınˈkʌmbənt/
/ınˈkʌmbənt/",j," adj 
 noun "
9415,energize,/ˈɛnɚˌʤaız/,v," adj 
 noun 
 verb "
9416,handwriting,/ˈhændˌraıtıŋ/,n, noun 
9417,motivational,/ˌmoʊtəˈveıʃənl̩/,j, adj 
9418,motherhood,/ˈmʌðɚˌhʊd/,n, noun 
9419,singular,/ˈsıŋgjəlɚ/,j," adj 
 adv 
 noun "
9420,hypocrisy,/hıˈpɑːkrəsi/,n, noun 
9421,federally,,r, adv 
9422,amused,,j, adj 
9423,autism,"/ˈɑːˌtızəm/
/ɑˈtıstık/",n," adj 
 noun "
9424,overt,/oʊˈvɚt/,j," adj 
 adv "
9425,covered,,j, adj 
9426,belongings,/bıˈlɑːŋıŋz/,n, noun 
9427,Iranian,,n,
9428,hatch,/ˈhæʧ/,v," noun 
 verb "
9429,mourning,/ˈmoɚnıŋ/,n, noun 
9430,guru,/ˈguru/,n, noun 
9431,backer,/ˈbækɚ/,n, noun 
9432,outpost,/ˈaʊtˌpoʊst/,n, noun 
9433,captive,/ˈkæptıv/,n," adj 
 noun "
9434,wedge,/ˈwɛʤ/,v," noun 
 verb "
9435,textual,/ˈtɛksʧəwəl/,j, adj 
9436,cartel,/kɑɚˈtɛl/,n, noun 
9437,opposite,/ˈɑːpəzət/,i," adj 
 adv 
 noun 
 prep "
9438,curly,/ˈkɚli/,j, adj 
9439,Martian,/ˈmɑɚʃən/,j," adj 
 noun "
9440,back,"/ˈbæk/
/ˈbækləs/",j," adj 
 adv 
 noun 
 verb "
9441,gin,/ˈʤın/,n, noun 
9442,duplicate,"/ˈduːplıkət, Brit ˈdjuːplıkət/
/ˈduːplıˌkeıt, Brit ˈdjuːplıˌkeıt/
/ˈduːplıkət, Brit ˈdjuːplıkət/",v," adj 
 noun 
 verb "
9443,coil,/ˈkojəl/,n," adj 
 noun 
 verb "
9444,infer,/ınˈfɚ/,v, verb 
9445,bedtime,/ˈbɛdˌtaım/,n, noun 
9446,evidence,/ˈɛvədəns/,v," noun 
 verb "
9447,unreasonable,"/ˌʌnˈriːzn̩əbəl/
/ˌʌnˈriːzn̩əbli/",j," adj 
 adv "
9448,sole,/ˈsoʊl/,n," adj 
 noun 
 verb "
9449,conservatism,/kənˈsɚvəˌtızəm/,n, noun 
9450,reprint,"/riˈprınt/
/ˈriːˌprınt/",v," noun 
 verb "
9451,rename,/riˈneım/,v, verb 
9452,hunch,/ˈhʌnʧ/,v," noun 
 verb "
9453,gaming,/ˈgeımıŋ/,n, noun 
9454,fundamentalist,"/ˌfʌndəˈmɛntəlıst/
/ˌfʌndəˈmɛntəˌlızəm/",j," adj 
 noun "
9455,brand,/ˈbrænd/,v," noun 
 verb "
9456,rack,/ˈræk/,v," noun 
 verb "
9457,lineman,"/ˈlaınmən/
/-mən/",n, noun 
9458,redeem,/rıˈdiːm/,v, verb 
9459,richness,/ˈrıʧnəs/,n, noun 
9460,hysterical,"/hıˈsterıkəl/
/hıˈsterıkli/",j," adj 
 adv "
9461,listening,,j,
9462,twenty-two,/ˈtwɛntiˈtuː/,m, noun 
9463,fraternity,/frəˈtɚnəti/,n, noun 
9464,folly,/ˈfɑːli/,n, noun 
9465,germ,/ˈʤɚm/,n, noun 
9466,unofficial,/ˌʌnəˈfıʃəl/,j," adj 
 adv "
9467,butcher,/ˈbʊʧɚ/,n," noun 
 verb "
9468,chic,/ˈʃiːk/,j," adj 
 noun "
