rank,words,phonetic,coca_speech,WB_speech
16401,airfare,/ˈeɚˌfeɚ/,n, noun 
16402,law-abiding,/ˈlɑːəˌbaıdıŋ/,j, adj 
16403,darling,/ˈdɑɚlıŋ/,j," adj 
 noun "
16404,circumference,/sɚˈkʌmfrəns/,n, noun 
16405,paltry,/ˈpɑːltri/,j, adj 
16406,binary,/ˈbaınəri/,n, adj 
16407,cross-sectional,/ˈkrɑːsˈsɛkʃənəl/,j, adj 
16408,frond,/ˈfrɑːnd/,n, noun 
16409,black,/ˈblæk/,v," adj 
 adv 
 noun 
 verb "
16410,mournful,"/ˈmoɚnfəl/
/ˈmoɚnfəli/",j," adj 
 adv 
 noun "
16411,demonic,/dıˈmɑːnık/,j, adj 
16412,lithium,/ˈlıθijəm/,n, noun 
16413,steeply,,r, adv 
16414,housework,/ˈhaʊsˌwɚk/,n, noun 
16415,organic,"/oɚˈgænık/
/oɚˈgænıkli/",n," adj 
 adv "
16416,sh,/ˈʃ often prolonged/,u, interj 
16417,pruning,,n, noun 
16418,pretzel,/ˈprɛtsəl/,n, noun 
16419,permanence,/ˈpɚmənəns/,n, noun 
16420,swirling,,j,
16421,riveting,/ˈrıvətıŋ/,j, adj 
16422,poise,/ˈpoız/,n," noun 
 verb "
16423,gash,/ˈgæʃ/,n," noun 
 verb "
16424,annihilation,/əˌnajəˈleıʃən/,n, noun 
16425,premier,"/prıˈmiɚ, Brit ˈprɛmiə/",v," adj 
 noun "
16426,berate,/bıˈreıt/,v, verb 
16427,testicle,"/ˈtɛstıkəl/
/tɛˈstıkjəlɚ/",n," adj 
 noun "
16428,hatchery,/ˈhæʧəri/,n, noun 
16429,Israeli-Palestinian,,j,
16430,arbitrarily,"/ˌɑɚbəˈtrerəli, Brit ˈɑːbətrərəli/",r, adv 
16431,unending,/ˌʌnˈɛndıŋ/,j, adj 
16432,misread,"/ˌmısˈriːd/
/-ˈrɛd/",v," noun 
 verb "
16433,relapse,"/ˈriːˌlæps/
/rıˈlæps/",n," noun 
 verb "
16434,aria,/ˈɑrijə/,n, noun 
16435,baboon,/bæˈbuːn/,n, noun 
16436,authoritarianism,/əˌθorəˈterijəˌnızəm/,n, noun 
16437,succinctly,,r, adv 
16438,dismay,"/dısˈmeı/
/dısˈmejıŋli/",v," adj 
 adv 
 noun 
 verb "
16439,bough,/ˈbaʊ/,n, noun 
16440,reassemble,/ˌriːjəˈsɛmbəl/,v, verb 
16441,alright,/ˌɑːlˈraıt/,j,
16442,giving,,n,
16443,hustle,"/ˈhʌsəl/
/ˈhʌsəlıŋ/",n," noun 
 verb "
16444,slosh,/ˈslɑːʃ/,v, verb 
16445,springboard,/ˈsprıŋˌboɚd/,n, noun 
16446,ref,/ˈrɛf/,n, noun 
16447,ideologue,/ˈaıdijəˌlɑːg/,n, noun 
16448,structurally,,r, adv 
16449,self-consciousness,,n, noun 
16450,unannounced,/ˌʌnəˈnaʊnst/,j, adj 
16451,choke,/ˈʧoʊk/,n," noun 
 verb "
16452,puny,/ˈpjuːni/,j, adj 
16453,encampment,/ınˈkæmpmənt/,n, noun 
16454,cable,/ˈkeıbəl/,v," noun 
 verb "
16455,unchallenged,/ˌʌnˈʧælənʤd/,j, adj 
16456,recline,/rıˈklaın/,v, verb 
16457,zenith,"/ˈziːnəθ, Brit ˈzɛnəθ/",n, noun 
16458,reheat,/riˈhiːt/,v, verb 
16459,unassuming,"/ˌʌnəˈsuːmıŋ, Brit ˌʌnəˈsjuːmıŋ/",j," adj 
 adv "
16460,faceless,/ˈfeısləs/,j, adj 
16461,deconstruct,/ˌdiːkənˈstrʌkt/,v, verb 
16462,drool,/ˈdruːl/,v," noun 
 verb "
16463,motor,"/ˈmoʊtɚ/
/ˈmoʊtɚləs/",v," adj 
 noun 
 verb "
16464,handicap,"/ˈhændiˌkæp/
/ˈhændiˌkæpɚ/",v," noun 
 verb "
16465,self-destructive,/ˌsɛlfdıˈstrʌktıv/,j, adj 
16466,treated,,j,
16467,projectile,/prəˈʤɛktajəl/,n, noun 
16468,domesticated,,j, adj 
16469,soundly,/ˈsaʊndli/,r, adv 
16470,insurmountable,"/ˌınsɚˈmaʊntəbəl/
/ˌınsɚˈmaʊntəbli/",j," adj 
 adv "
16471,unbiased,/ˌʌnˈbajəst/,j, adj 
16472,catheter,"/ˈkæθətɚ/
/ˌkæθətərəˈzeıʃən, Brit ˌkæθətəˌraıˈzeıʃən/",n, noun 
16473,seedy,/ˈsiːdi/,j, adj 
16474,shambles,/ˈʃæmbəlz/,n, noun 
16475,outdo,"/ˌaʊtˈduː/
/-ˈdʌz/
/-ˈdıd/
/-ˈdʌn/
/-ˈduːwıŋ/",v, verb 
16476,pulley,/ˈpʊli/,n, noun 
16477,panacea,/ˌpænəˈsiːjə/,n, noun 
16478,encapsulate,"/ınˈkæpsəˌleıt/
/ınˌkæpsəˈleıʃən/",v," noun 
 verb "
16479,finality,/faıˈnæləti/,n, noun 
16480,acuity,/əˈkjuːwəti/,n, noun 
16481,machete,/məˈʃɛti/,n, noun 
16482,oral,/ˈorəl/,n," adj 
 adv 
 noun "
16483,chariot,/ˈʧerijət/,n, noun 
16484,sacrificial,/ˌsækrəˈfıʃəl/,j," adj 
 adv "
16485,chewing,,n,
16486,fragility,/frəˈʤıləti/,n, noun 
16487,powered,/ˈpawɚd/,j, adj 
16488,nightstand,/ˈnaıtˌstænd/,n, noun 
16489,defector,/dıˈfɛktɚ/,n, noun 
16490,impressed,,j,
16491,payday,/ˈpeıˌdeı/,n, noun 
16492,orgy,/ˈoɚʤi/,n, noun 
16493,inconsequential,/ınˌkɑːnsəˈkwɛnʃəl/,j, adj 
16494,brood,/ˈbruːd/,v," noun 
 verb "
16495,wrongful,/ˈrɑːŋfəl/,j," adj 
 adv 
 noun "
16496,disprove,"/dısˈpruːv/
/dısˈpruːvən/",v, verb 
16497,silt,"/ˈsılt/
/ˈsılti/",n," adj 
 noun 
 verb "
16498,evaluator,/ıˈvæljəˌweıtɚ/,n, noun 
16499,jumpsuit,/ˈʤʌmpˌsuːt/,n, noun 
16500,tumble,/ˈtʌmbəl/,n," noun 
 verb "
