rank,words,phonetic,coca_speech,WB_speech
12901,metaphorical,/ˌmɛtəˈforıkəl/,j, adj 
12902,hallucination,"/həˌluːsəˈneıʃən/
/həˈluːsənəˌtori, Brit həˈluːsənətri/",n," adj 
 noun "
12903,Philippine,,j,
12904,hurtle,/ˈhɚtl̩/,v, verb 
12905,astonish,/əˈstɑːnıʃ/,v, verb 
12906,herald,/ˈherəld/,v," noun 
 verb "
12907,flickering,Main entry:,j,
12908,captor,/ˈkæptɚ/,n, noun 
12909,hinge,/ˈhınʤ/,v," noun 
 verb "
12910,irregularity,/ıˌrɛgjəˈlerəti/,n, noun 
12911,horizontally,/ˌhorəˈzɑːntl̩i/,r, adv 
12912,aloft,/əˈlɑːft/,r, adv 
12913,goofy,"/ˈguːfi/
/ˈguːfəli/
/ˈguːfinəs/",j," adj 
 adv 
 noun "
12914,irreversible,"/ˌirıˈvɚsəbəl/
/ˌirıˈvɚsəbli/",j," adj 
 adv "
12915,unreal,"/ˌʌnˈriːjəl/
/ˌʌnriˈæləti/",j," adj 
 noun "
12916,escalation,/ˌɛskəˈleıʃən/,n, noun 
12917,better,/ˈbɛtɚ/,n," adj 
 adv 
 noun 
 verb "
12918,lighthouse,/ˈlaıtˌhaʊs/,n, noun 
12919,floppy,/ˈflɑːpi/,j," adj 
 noun "
12920,placid,"/ˈplæsəd/
/pləˈsıdəti/",j," adj 
 adv 
 noun "
12921,insulting,/ınˈsʌltıŋli/,j," adj 
 adv "
12922,bleachers [PL],,n,
12923,westward,"/ˈwɛstwɚd/
/ˈwɛstwɚdz/",r," adj 
 adv "
12924,gravitate,/ˈgrævəˌteıt/,v, verb 
12925,explanatory,"/ıkˈsplænəˌtori, Brit ıkˈsplænətri/",j, adj 
12926,watering,,n,
12927,wildfire,/ˈwajəldˌfajɚ/,n, noun 
12928,bookcase,/ˈbʊkˌkeıs/,n, noun 
12929,sailboat,/ˈseılˌboʊt/,n, noun 
12930,potter,"/ˈpɑːtɚ/
/ˈpɑːtɚrɚ/",n," noun 
 verb "
12931,splinter,"/ˈsplıntɚ/
/ˈsplıntɚri/",n," adj 
 noun 
 verb "
12932,ecumenical,"/ɛkjəˈmɛnıkəl/
/ɛkjəˈmɛnıkli/",j," adj 
 adv "
12933,drained,/ˈdreınd/,j, adj 
12934,son-in-law,"/ˈsʌnənˌlɑː/
/ˈsʌnzənˌlɑː/",n, noun 
12935,congregate,/ˈkɑːŋgrıˌgeıt/,v, verb 
12936,accuser,,n, noun 
12937,pinnacle,/ˈpınıkəl/,n, noun 
12938,revoke,"/rıˈvoʊk/
/ˌrɛvəˈkeıʃən/",v," noun 
 verb "
12939,smug,/ˈsmʌg/,j," adj 
 adv 
 noun "
12940,compilation,/ˌkɑːmpəˈleıʃən/,n, noun 
12941,forgo,"/foɚˈgoʊ/
/-ˈwɛnt/
/-ˈgɑːn/",v, verb 
12942,dizzying,/ˈdızijıŋ/,j, adj 
12943,tame,/ˈteım/,j," adj 
 adv 
 noun 
 verb "
12944,manifesto,/ˌmænəˈfɛstoʊ/,n, noun 
12945,transatlantic,/ˌtrænsətˈlæntık/,j, adj 
12946,renaissance,"/ˈrɛnəˌsɑːns, Brit ˈrıˈneısn̩s/",n, noun 
12947,puberty,/ˈpjuːbɚti/,n, noun 
12948,pendulum,/ˈpɛnʤələm/,n, noun 
12949,reverberate,/rıˈvɚbəˌreıt/,v, verb 
12950,diving,,j, noun 
12951,silicone,/ˈsıləˌkoʊn/,n, noun 
12952,bumpy,/ˈbʌmpi/,j," adj 
 noun "
12953,rotary,/ˈroʊtəri/,j," adj 
 noun "
12954,embellish,"/ımˈbɛlıʃ/
/ımˈbɛlıʃmənt/",v," noun 
 verb "
12955,downfall,/ˈdaʊnˌfɑːl/,n, noun 
12956,laden,/ˈleıdn̩/,v, adj 
12957,appreciative,/əˈpriːʃətıv/,j, adj 
12958,steamy,/ˈstiːmi/,j, adj 
12959,reintroduce,"/ˌriːjıntrəˈduːs, Brit ˌriːjıntrəˈdjuːs/
/ˌriːˌıntrəˈdʌkʃən/",v," noun 
 verb "
12960,twelfth,/ˈtwɛlfθ/,m," adj 
 adv 
 noun "
12961,adversely,,r, adv 
12962,euphoria,"/juˈforijə/
/juˈforık/
/juˈforıkli/",n," adj 
 adv 
 noun "
12963,shank,/ˈʃæŋk/,n, noun 
12964,unnerve,"/ˌʌnˈnɚv/
/ˌʌnˈnɚvıŋli/",v," adj 
 adv 
 verb "
12965,vacate,/ˈveıˌkeıt/,v, verb 
12966,undue,"/ˌʌnˈduː, Brit ˌʌnˈdjuː/",j, adj 
12967,soggy,"/ˈsɑːgi/
/ˈsɑːginəs/",j," adj 
 noun "
12968,erroneous,/ıˈroʊnijəs/,j," adj 
 adv "
12969,influenza,/ˌınfluˈɛnzə/,n, noun 
12970,melted,,j,
12971,detergent,/dıˈtɚʤənt/,n, noun 
12972,aperture,/ˈæpɚʧɚ/,n, noun 
12973,ta,/ˈtɑː/,u, interj 
12974,provocation,/ˌprɑːvəˈkeıʃən/,n, noun 
12975,covet,/ˈkʌvət/,v, verb 
12976,subdue,"/səbˈduː, Brit səbˈdjuː/",v, verb 
12977,sweetly,/ˈswiːtli/,r, adv 
12978,underwrite,"/ˈʌndɚˌraıt/
/-ˌroʊt/
/-ˌrıtn̩/
/ˈʌndɚˌraıtɚ/",v," noun 
 verb "
12979,tumultuous,"/tʊˈmʌlʧəwəs, Brit tjʊˈmʌlʧəwəs/",j," adj 
 adv 
 noun "
12980,Medicaid,/ˈmɛdıˌkeıd/,n, noun 
12981,gnaw,/ˈnɑː/,v, verb 
12982,enlightenment,/ınˈlaıtn̩mənt/,n, noun 
12983,fright,/ˈfraıt/,n, noun 
12984,cascade,/kæˈskeıd/,v," noun 
 verb "
12985,handwritten,/ˈhændˌrıtn̩/,j, adj 
12986,wide-eyed,/ˈwaıdˈaıd/,j, adj 
12987,trump,/ˈtrʌmp/,v," noun 
 verb "
12988,gridlock,"/ˈgrıdˌlɑːk/
/ˈgrıdˌlɑːkt/",n," adj 
 noun "
12989,atheist,"/ˈeıθijıst/
/ˈeıθiˌızəm/
/ˌeıθiˈıstık/",n," adj 
 noun "
12990,fauna,"/ˈfɑːnə/
/ˈfɑːˌniː/
/ˈfɑːnl̩/",n," adj 
 noun "
12991,femininity,/ˌfɛməˈnınəti/,n, noun 
12992,pocketbook,/ˈpɑːkətˌbʊk/,n, noun 
12993,peg,/ˈpɛg/,n," noun 
 verb "
12994,knowing,/ˈnowıŋ/,j, adj 
12995,sheath,"/ˈʃiːθ/
/ˈʃiːðz/",n, noun 
12996,pawn,/ˈpɑːn/,n," noun 
 verb "
12997,simmering,,j,
12998,exhilarating,,j, adj 
12999,glaring,/ˈglerıŋ/,j," adj 
 adv "
13000,loathe,/ˈloʊð/,v, verb 
